uniq_id,product_name,product_category_tree,retail_price,discounted_price,product_rating,brand,discount,shipping,date
4da8a1c7814cd2a1a8d278fdd50df636,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1491.0,399.0,2.0,Sukkhi,73.24,0.0,2021-01-25
208e3d188d435b89404b8c266ff81e3f,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1491.0,399.0,2.0,Sukkhi,73.24,0.0,2021-10-02
8618c90af3fa057b6565b421a7fcd69f,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1630.0,429.0,2.0,Sukkhi,73.68,0.0,2021-02-25
a83c56bd4f52c8974126843088a9be62,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1585.0,429.0,2.0,Sukkhi,72.93,0.0,2021-10-03
2c1bc8400ac2fc8be974bd0975ae8327,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1774.0,469.0,2.0,Sukkhi,73.56,0.0,2021-03-25
b1706e525f4b51a7f4e04948edd2d11a,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1630.0,429.0,2.0,Sukkhi,73.68,0.0,2021-10-04
7ebd4b4b6710392dad81327fd1abeff2,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1597.0,419.0,2.0,Sukkhi,73.76,0.0,2021-04-25
77be07332304637921a5ce205381987a,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1730.0,449.0,2.0,Sukkhi,74.05,0.0,2021-10-05
34e4cdd93beb6ac055a9bd60095ab032,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1397.0,369.0,2.0,Sukkhi,73.59,40.0,2021-05-25
f74b77cd58ca35645e465ce62aee427f,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1394.0,379.0,2.0,Sukkhi,72.81,0.0,2021-10-06
9f01a2b9d670dc9d7b571b3d841ab2ad,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1491.0,399.0,2.0,Sukkhi,73.24,0.0,2021-06-25
0d08b436ac222f216f18a5909eac2273,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1863.0,479.0,2.0,Sukkhi,74.29,0.0,2021-10-07
87b190c48e046ae655d5758aca811fc5,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1491.0,399.0,2.0,Sukkhi,73.24,0.0,2021-07-25
507144d64db9afd958629cb8f9672144,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1863.0,499.0,2.0,Sukkhi,73.22,0.0,2021-10-08
ef03910ff67e31c747e8565a02ff555d,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1680.0,449.0,2.0,Sukkhi,73.27,0.0,2021-08-25
758bad021424a163d30915b7ab39cd24,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1348.0,369.0,2.0,Sukkhi,72.63,40.0,2021-10-09
e68bde4e49853f46eb46fd0b6ad6440b,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1728.0,459.0,2.0,Sukkhi,73.44,0.0,2021-09-25
3ede271dd47dad8e8001a24073d5a378,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1397.0,389.0,2.0,Sukkhi,72.15,0.0,2021-10-10
71bd883a10334efe9ea38872db998772,"Sukkhi Lavish Yellow Gold, Rhodium Alloy Jhumki Earring","[""Jewellery >> Earrings""]",1964.0,501.0,3.0,Sukkhi,74.49,0.0,2021-10-01
3bc4720674b46973f47046bcb5e866a6,Sukkhi Zinc Rhodium Bangle,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1825.0,479.0,3.0,Sukkhi,73.75,0.0,2021-10-01
